authorid,paperids
1474777,140181 385419 1574660 574769 145940 1462140 690643 988041 1420967 1494537 786483 923077 1744522 1693467 784441 1671792 1548940 1152360 2159416 57012 587928 1658692 1759610 174120 1029855 2224639 529927 1206022 2164204 2255356 1007963 732324 1346238 1420967 1755879 657801 1190049 1129481 2174754 1950239 306889 730505 264789 1469831 110326 2043355 46482 1029855 1435574 1749393 1779718 1142613 402398 1933844 93632 970189 591674 1180127 1834351 1320007 2027151 1494537 265674 507231 1601957 1348536 1606357 1348536 1113946 980132 1274471 993500 786483 140181 421932 529927 1114026 1126021 1671792 1128313 82613 1338618 1338618 2047985 1807390 1281251 925783 1759610 2241774 705407 1685802 1504222 1838935 856336 723611 854706 339876 1909404 1535763 1909404 234787 2146043 1227021 1129740 78571 792548 125518 579238 2242221 1807390 2255356 1442104 2027151 970189 1114026 1195327 1758913 1689348 1877794 1929991 587928 1429177 2060734 1108134 1388891 362253 523439 1554176 793677 1548649 1129481 950553 1503599 1116920 805093 1638024 1556394 2251100 78571 670141 389325 1562114 290250 345670 690643 2110138 1884117 1562114 2164252 125518 1128313 2224639 2142414 66088 1744522 389325 2253196 1239303 57012 1933844 362253
1475173,40201 1586708 643229 630023 2138753
1478328,2164178 299371 1073769 1690545 495937 1184601 385219 186588 1279939 339813 615659 1806971 1051385 1040933 2230422 1996821 1163815 1450456 160397 1162083 913395 1916069 256869 1303683 2169021 2080120 523705
1480838,1455634 1147723
1483376,936579 1839834 1852683 1636964 32340 105239 1915898 601875 1811441 843158 1772990 40982 609494 95468 1372467 401302 782972 934809 824072 2206380 2026476 1831616 1895785 716323 139831 1475453 1588527 1462934 1641819 1729337 1047504 2113637 2076992 1337380 1779757 393651 1725188 521980 339570 616567 801396 214257 1282840 966398 225028 1229626 804959 2031415 180983 996992 612989 1335439 1654972 658202 238177 1240007 158675 1084118 1421619 1518722 871243 86819 846019 1879951 1511539 726268 2165152 1383198 1101601 967919 1107370 1700619 1526981 2193525 2178226 1218610 1907015 1990882 438646 2064722 197345 701848 1163828 1020466 158370 1226749 1457254 899181 1201446 2115874 770098 1696942 266843 896424 304344 531087 1882935 845708 427824 999225 2006793 2000933 2202689 48202 224747 50007 1439024 1439869 1572462 288682 2107303 1611388 66111 2194997 1103752 492136 1940267 1575820 2222979 1457726 1044482 2094285 1809587 849477 861174 1075726 2254132 1422975 909168 971699 1660812 1047251 1347696 560338 396467 1240676 1460830 651693 578331 903031 262557 461574 569883 1170811 1214635 1147980 1357694 34148 1667430 1234024 195405 193943 1772153 466947 671425 666966 2240271 1109199 338723 965762 382511 1070224 696231 44947 978877 978525 1400574 878607 1115773 2247671 460547 1388566 568491 2126942 515278 497699 1176222 1126117 177114 573469 954152 1935284 2069473 1294054 135170 1045236 881803 1283577 1667619 16423 660551 850874 17538 104211 242498 925302 1276825 1591835 31165 1376907 854538 845281 1801390 1447390 1987257 479117 1878499 1722038 1312727 467755 2003515 1952716 537749 1264254 1586323 22592 602258 451239 2115362 619166 1330438 1463876 295023 1056830 430483 437892 434267 1186802
1483491,2241479 2178332 936540 270359 566838 648625
1483659,2166880 858890 397911 1530756 1014537 3465 1468764 604 1027980 795220 1094998 1313083 2136486 1302754 225035 1244558 353825 1615848 2082367
1484332,835309 2225212 722194 167489 1582254 1424991 1320466 1929784 2212370 1088571 458945 556077 844446 2213356 1580275 1340671 1317038
1485301,1611443 515833 556561 887079 1637889 195859 932517 850617 1143651 552776 1578954 543246 1254402 1463994 1853140 1082904 525193 2182704 743716 1717344 1347685 597904 997272 599922
1485307,2079206 209893 1805573 1577695 1376588 1072197 608579 388878 250102 172259 992739 2101719 797025 753060 1019687 568763 1038183 297247 2214546 926472 2174628 393547 651703 2102361 710011 624691 671999 1939408 1371464 773236 1146187 1305993 1299688 885235 920524 1103038 1829412 854904 215854 510749 1500164 1155129 1499912 712322 807140 532012
1486622,1993499 891929 1783862 1291029 664138 900179 936674 112494 919630 1465804 1296439 35387 1534807 1373477 174190 1589500 1302251 1263640 906768 1274029
1489933,2060583 654166 1371864 1589190 497587 2219737 2108988 330761 830654 353060 1626305 554157 1069574 134641
1490098,1357874 122644 508691 1228480 962307 1832919 1195910 171488 230133 1080661 1174401 1166911 24035 1441881 178510 300790 1272101 2154511 125337 356090 1659632 745473 1764488 204011 295893 1734978 2029403 519387 747002 716878 667963 907926 2229107 1339986 870430 1449231 941319 1925067 1112860 2062233 1997593 1329021 341201 685819 150986 752072 1779453 493741 1996467 1816538 1393417 1662707 1746554 1443949 467553 1628650 487878 1462715 212461 492170 1129089 554531 693023 650134 385076 2031783 581372 58595 1848340 1169400 2191469 1808107 1294952 1239607 326251 691806 1079562 459597 739944 578741 2088733 551423 1079122 1304447 1352994 307046 1412739 282153 1021786 635383 661104 2221193 1848436 1271680 1523672 700397 1337350 506194 2048370 597539 273884 2066916 420493 1297686 1372665 2163477 780741 686529 2170402 886768 1325886 1583084 2097784 1844433 920506 1405017 623628 297268 1912903 1926582 159378 446060 2143178 1166718 2211783 1493794 1557865 1254423 676494 283688 510698 1211359 1705043 1779011 1256700 2151334 990590 642117 414921
1491192,1718178 38290 370215 1090836 986900 1871131 552820 1904232 93446 700139 2233042 1833058 461235 812429 528351 2243833 1524693 1865556 411539 1276444 2205143 1264125 583857 1796686 2132805 1982499 79388 880852 2048796 1187771 1000243 1955720 568614 1082617 976993 356498 1221002 791609 1060787 890845 2069980 1859015 290667 1710482 76369 1274882 1062114 1875631 989568 2088589 1963225 1700645 23454 501626 2056931 1140401 1554127 142351 1570154 1327560 1002551 2141583 51502 625090 1599387 615504 1410996 56512 1111763 416921 226043 12650 2199131 779291 96332 2203236 190683 1623652 1123753 1919570 1338882 1242050 1275013 1688268 1769914 319779 1747381 489497 534578 1769914 16832 944829 603181 2069191 1610670 281554 1013142 682615 1214545 785377 2087855 2179054 1439351 1448887 1944211 296261 1940569 2125572 1370917 1880105 1155814 984940 485359 2222013 2216257 958286
1491451,906729 1041720 2251535 1689800 430300 2251679
1493769,22552 1141520 100309 1187189 2180373 2180617 2061438 1145478 1093692 1567542 1646882
1494091,845045 1779540 683231 1476953 462328 774515 641341 153285 1453438 281702 1112187 2202811 1949913 814531 1389172 1546492 1263851 359195 288801 226928 338386 2125017 1455243 152084 1592079 656511 549868 233937 1427821 1591144 314245 724787 1316508 141847 2013936 280760 1706488 1476852 1793933 59330 1994808 1659770 2183056 1035129 703826 1037311 1783384 213837 402549 1863381 1287192 1573736 556387 464081 964575 294885
1496264,381972 1852255 1129403 1271734
1497476,1815812 357431 1691983 1755398 1145984 1931338 2227195 553340 2111868 908325 2255159 1432123 1103278 656310 555665 820446 700382 1191680 2134397 1098691 128948 1932466 1002459 605199 1060132 824062 2124820 1298070 292339 220267 1298919 1483468 2192618 1090944 953754 62637 1387769 1869858 1621575 397088 1788081 1394225 1752446 1704230 1340204
1499936,1354293 2028437
1502087,1285931 2044756 478770 2076523 736406 332420 299579 1788862 891597 1069046 711087 1105859 1571995 2108561 1502915 1064088 472153 2104199 1050474 1492384 2249979 1788862 1678211 736406 1533214 1493602 1847506 736537 205498 702511 512358 1210189 1481306 1133395 1050350 1315242 2119610 1609484 1990335 2137499 217666 46103 1999507 217518 44041 1733457 1780398 2111081
1502204,1728848 2047812 454841 1812861 1400153 2179992 1319448 1859263 1124249 1919083 135026 410600 79901 1916055 814662
1502233,2080582 650459 1651039 1766302 1950541 1059115 1999586 50275
1507941,585790 52010
1511169,1156554 792806 1393136 1483290 600672 817870 231885 675209 163674 507209 2180425 1503736 2235599 1124634 1087881 798445 1599576 880269 1611776 1531527 1556737 1800854 633152 1297503 924338 1912878 1846274 1643537 31348 1704256 747551 1849411 771653 1559509 854517 222627 983222 1857962 1262350 1081496 693162 1837949 1781377 299122 768289 90606 1441059 857189 913840 920458 794917 828979 262536 309788 1757725 156102 848389 1728143 1703509 954208 1228586 691743 1437694 146281 1839999 1804578 409378 411389 2221811 1398486 1683080
1514165,1734146 1678317 1368439 430158 1937417 386663 590489 1208103 604482 2180465 1142933 115197 1480397 867387 991513 2139299 815644 1835839 2048457 425225 649699 922490 619225 813066 239381 700387 2190195 1497583 718248 644549 2153764 327286 71152 2158340 1454198 1928012 1131777 2129755 1436139 1151333 627928 2129807 1425611 54935 2165086 165124 1695395 489865 1206010 1828388 1435128 793405 17254 1644813 1964495 453363 1261402 93769 1942758 995757 7864 1021036 714666 850081 2196920 1099412 1157634 1375631 724254 1023215 1152966 199157 1671253 1048284 443623 1886024 1049082 969101 306802
1519199,2172948 95642 1578926 1947974 2018243 454098 605375 1635806 744121 1133621
1520535,865516 1379511 370566 708142 174187 889356 1008208 909945 482480 1578089 1174923 1732190 311313 1448971 204462 341849 1210742 947020 864043 1097624 1852872 2121974 2022264 1189782 2103294 441794 1081117 1183803 522581 2152553 613085 625606 542563 1108416 1216279 2105618 1345943 161248 860358 2253736 486291 886083 1345064 1088346 484625 1400459 1228105 149163 219731 1862482 2095913 756460 1231457 1392593 1601200 33175 765865 1173964 566849 1730263 1314372 1660021 399369 1782542 1029353 1825484 614132 622552 226773 1928900 349208 609969 2258769 1444462 498791 1609940 404092 602660 1036569 1029353 1347289 958742 894679 368153 1694360 116702 1180658 749116 1984015 1030184 78701 1180295 1861354 1907597 1996936 967479 1123423 849154 2221295 2148672 2248668 84251 1360779 1398800 2125051 47550 1581615 1347816 1378232 1543863 1240366 354772 18470 1916273 772566 1935874 1131197 1102494 506876 1195596 1455975 1335606 2065877 756462 213172 1986837 1328002 1756813 476294 1004562 547488 1157630 1140709 2172618 974857 2080549 1924065 1766012 742485 2210108 1662785 1394875 163111 1605827 491936 2059829 1869065 355275 250859 1939021 354885 726635 1483575 1436356 2011429 1454324 1109930 461810 59532 399154 1805787 248249 2222434 958365 1207807 623271 958492 1112921 279028 99492 1516361 380282 1851762 2247038 2021751 113584 8206 1241708 1944434 673520 1966171 628671 900527 2233311 140717 540042 650017 417415 587032 1317730 378487 856488 1410179 1997736 188848 1282715 393567 1548611 2157728 49634 251877 1098806 1933766 1448044 765750 1826629 1025126 637684 438298 1304344 869428 512300 511688 1792190 840349 275362 607956 1599850 2175189 1772160
1522038,1212359 1148623 1175339 2175451 2158194 661692 421458 1013303 2201666 611603 428934 892720 341171 874642 1640384 127261 1675250 1557172 161940 913245 1767268 2254140 559562 2064459 304324 272571 520418 1791162 321880 1840647 2226325 2086381 553640 1219017 1242291 1567499 404166 1060150 511175 683080
1522312,389820 1925790 245634 1476970 219397 2246926 687120 109256 228140 1972535 1506316 1786344 2139889 230429 1556475 1877423 454306 998752 1724507
1525232,1278831 923613 1176463 2236488 1538125 2141294 254801 581427 2004773 1240020 1056939 479782 992335 1499414
1526870,1873316 109403 1489070 522538 1527623 1903074 463409 437861 1002025 496451 981268 526079 2201747 610123 1202355 1858494 89813 2012574 1349802 719657 314983 125401 1705075 299556 596644 1457600 2154188 275946 1451782 2208982 527029 2164766 771083 1895628 907326 1995004 1656651 1944587 1798942 2130220 1703834 1740025 519282 782184 212034 870749 1343824 821830 489455 1548985 181050 323953 870340 1151986 2097313 1988537 91875 1242516 1529651 1518763 1080354 459018 1570615 251242
1527713,1541485 2092857 971831 780117 1216580 465488 1655739 174422 1712190 213526 2206447 2075549 1289322 1597873 910360 1948325 1364457 988681 1760763 1001934 165347 1093986 492770 411985 1332200 1325106 2214933 1916357 638709 1154671 1601111 2201612 35565 63408 1221808 672963 606639 50062 1293278 1593117 2099246 2018376 1951274 1897435 1383348 904322 1450980 2037594 2094568 1178683 506231 806525 539781 463564 1213978 1570175 331538 2179081 1144497 2215002 1161190 444203 1364393 1308702 1847827 1323534 452243 1836867 656694 1665632 1015891 1875853 1171202
1528528,1095764 1106161 1655929 1222671 1431462 2057310 1550325 1122174 329870 1796206 1013183 444210 1797569 1068038 425459 882507 2134767 809469
1532699,1269905 1578429 222564 702843 2197224 773336 187713 1877293 1536053 2137427
1532801,243908 36318 1915265 300324 1429208 1466120 1222812 738890 1121613 1469404 742188 1493955 1080559 2183270 448816 616535 1372012 1164690 664204 1337646 1925844 1587195 1669472 2169711 1337955 2048504 1335668 1486302 1306112 958320 107967 1475261 342780 1994421 1963640 2187534 650963 601190 805660 2027523 1773028 1771948 342468 2015753 2170418 2123849 2140256 115310 2183155 2244872 1769125 1170610 147258 146514 1145714 673958 2058094 71330 388921 2234679 785229 992157 1703766 275724 1370081 704547 456407 1945767 519507 880706 1507588 2215350 2024041 1568081 1099592 1824862 1655967 1381518 1656715 1748253 634368 435660 1684009 1008389 1503004 1191804 2175548 1717131 1372901 774261 1239265 491912 2103230 1410821 620365 996831 798850 1452274 1933925 1330587 1588799 521259 695764 232166 1453365 691600 256899 200117 926863 2164755 496717 1241663 1557160 1940669 1031794 1796671 1833610 1437738 873198 2233820 1039689 444375 1177251 380399 1206592 740801 922524 145456 1631449 793520 2147504 629928 1923517 1720885 2253754 1371634 556335 319865 2215437 209102 701732 1431008 848351 373884 1728655 1111049 841476 1649006 585030 2161182 999119 1650838 456840 1909863 1694983 1729348 1973990 258486 2095121 1127856 1191471 285744 1998521 1023542 1781214 1434892 1476894 397185 190252 2058042 2139402 1321630 2011036 362864 2045047 1130263 1670813 67150 1649218 1328592 28079 2052482 1187702 1718730 651455 1500426 1190154 2134510 38722 1217284 1248397 832466 2042277 1569065 340551 787920 552897 1705364 1106280 1494150 993575 2148126 1477460 938084 1697420 1349111 240101 389701 2246740 1814528 2088711 254828 86740 1229506 1068623 719707 143309 1656157
1533236,1107462 1537913 1325732 15131 718996 255355 1975725 856563 1093899 408876 1427720 2004133 1852432 880884 766749 2145677 105663 799302 1165816 637820 265797 1293288 1486128 507326 2207658 210528 2156671 1465148 1852951 658147 498673 878786 886573 1189768 1915890 2249452 748710 822932 1193038 2083607 280351 1604079 109296 1512575 559941 2177268 60661 783813 1503150 592183 248672 1850438 558822 2105713 56460 811227 1932945 1532926 1392934 1452457 1590950 2048250 1432262 1250154 314702 1047332 784525 1473723 1518239 925383 1391010 689487 678685 19748 380049 1192778 1357510 1569236 2135209 1030170 1123684 1101313 1592791 1690798 1086087 223602 1606865 1649623 1807283 2108468 2070971 577611 1090685 1856434 1855047 1803434 1184957 110707 1173976 2172439 1237290 1089569 21436 75603 1199183 9274 1497581 1720085 1911153 877344 619733 1799853 1178714 1895863 1490299 1646655 2021570 940807 1901900 2020385 2233833 1091582 548511 562035 904857 186562 671361 725887 451703 1614456 2152948 93186 1539098 1857600 1392171 1352255 1412744 1805146 1444610 714774 334436 615457 1877555 669634 731124 294840 1343805 1099519 615901 725800 2121317 1453057 2099827 1941102 2083938 1142655 2055691 329399 828991 1351173 1577357 902914 1990412 1393949 1230133 1360936 544960 938629 2234433 1388767 387549 676025 2071253 1134797 1491820 1065875 2176564 1994792 1187665 922620 2200014 1803684 360187 1159482 499991 1756616 2240062 1465527 1815934 888418 103430 45035 497038 1251495 1757157 1696407 679574 517481 1248140 1581661 1527509 937676 1835453 1514712 1625713 1948329 2253027 1179461 1772666 1080651 1887939 2244420 521300 1057711 1842950 1330142 1565269 976225 151033 230214 1751168 451544 1886410 1296140 58958 87063 701870 715616 1507099 1725153 265992 843749 1301795 1776552 1314189 1624997 1477204 1260513 2044306 1904143 493806 2058081 269108 1940384 1082563 1945400 1409076 567231 105621 373112 898360 1078907 110147 1695036 1602067 1707389 548261 2060841 2204371 771573 599710 607864 1015295 1839325 813029 546707 776790 1004201 1731072 2066217 348167 1927512 1607491 4942 1440772 416704 2092882 1107590 1413610 1965179 822328 129437 1830019 1558455 723607 2029152 128377 592295 642161 1343985 336253 1606202 825999 1985413 1225045 795672 1463952 1181956 1592726 9385 2189792 590588 1000962 1798673 534985 1429548 664362 677448
